,AI_Optimized
2024-09-04,811.8572832076053
2024-09-05,819.5011330687503
2024-09-06,786.0208606650334
2024-09-09,813.844695838831
2024-09-10,826.3041769461612
2024-09-11,893.6468267416933
2024-09-12,910.7706138525941
2024-09-13,910.4647548521973
2024-09-16,892.7294247504212
2024-09-17,883.6324675383546
2024-09-18,866.6615807593324
2024-09-19,901.0620553130127
2024-09-20,886.7667201636292
2024-09-23,888.7543661414124
2024-09-24,923.9956466788268
2024-09-25,944.1772654173826
2024-09-26,948.2288616972899
2024-09-27,928.0473012953734
2024-09-30,928.3530436224913
2024-10-01,894.4112700644471
2024-10-02,908.5536465453125
2024-10-03,939.1318461485839
2024-10-04,954.9560096068358
2024-10-07,976.3607726637815
2024-10-08,1015.8829708106015
2024-10-09,1014.0481668280574
2024-10-10,1030.5604692847226
2024-10-11,1030.4841649603818
2024-10-14,1055.481881638238
2024-10-15,1006.0216286124203
2024-10-16,1037.5169968604062
2024-10-17,1046.7669710776302
2024-10-18,1054.9465846350643
2024-10-21,1098.5969750693293
2024-10-22,1097.6796897513361
2024-10-23,1066.8721104819272
2024-10-24,1073.3699953986143
2024-10-25,1082.0082516150449
2024-10-28,1074.2109763922665
2024-10-29,1079.7913426444027
2024-10-30,1065.1902651679013
2024-10-31,1014.8892644949889
2024-11-01,1035.0708248969054
2024-11-04,1040.0398231680845
2024-11-05,1069.5476621115658
2024-11-06,1113.1215148749325
2024-11-07,1138.1193482260678
2024-11-08,1128.5634566718074
2024-11-11,1110.445846572015
2024-11-12,1133.6087592673275
2024-11-13,1118.1669341437314
2024-11-14,1121.9126130866023
2024-11-15,1085.3718255698177
2024-11-18,1071.382232747552
2024-11-19,1123.8238380667658
2024-11-20,1115.2620028479548
2024-11-21,1121.2248241080256
2024-11-22,1085.14244590368
2024-11-25,1039.8104435019468
2024-11-26,1046.6905500800106
2024-11-27,1034.6120655646298
2024-11-29,1056.857809615228
2024-12-02,1059.7626242377255
2024-12-03,1072.2233304144834
2024-12-04,1109.5286779273008
2024-12-05,1108.9934975974058
2024-12-06,1088.963379111383
2024-12-09,1061.2117063605285
2024-12-10,1032.6192859625794
2024-12-11,1065.0342729941344
2024-12-12,1049.9735027991271
2024-12-13,1026.3503140189148
2024-12-16,1009.1488225043274
2024-12-17,996.8403749564148
2024-12-18,985.5256337241151
2024-12-19,999.057283927057
2024-12-20,1029.7905423178652
2024-12-23,1067.7864789679504
2024-12-24,1071.991383936212
2024-12-26,1069.7742416190124
2024-12-27,1047.450676491449
2024-12-30,1051.1202844565369
2024-12-31,1026.6561146826723
2025-01-02,1057.3892564002015
2025-01-03,1104.4829086386658
2025-01-06,1142.4023076178528
2025-01-07,1071.3796659354189
2025-01-08,1071.15040294256
2025-01-10,1039.0412165747623
2025-01-13,1018.552338756464
2025-01-14,1007.3140185217839
2025-01-15,1041.5640428824404
2025-01-16,1021.1517027350405
2025-01-17,1052.8022464438418
2025-01-21,1076.654814890192
2025-01-22,1124.3601851294497
2025-01-23,1125.5068501135804
2025-01-24,1090.339423761652
2025-01-27,905.3288554556831
2025-01-28,986.137351724909
2025-01-29,945.6948347548467
2025-01-30,952.9576880240422
2025-01-31,917.943278677271
2025-02-03,891.8736262503606
2025-02-04,907.0872967772466
2025-02-05,954.3337910109501
2025-02-06,983.7671340659122
2025-02-07,992.6354699881533
2025-02-10,1021.1517027350404
2025-02-11,1015.2650691260316
2025-02-12,1002.5741665701845
2025-02-13,1034.3011312766052
2025-02-14,1061.5176236975647
2025-02-18,1065.7224119925477
2025-02-19,1064.4226716666199
2025-02-20,1071.1504029425598
2025-02-21,1027.7263586691834
2025-02-24,995.9993939627625
2025-02-25,968.0949375533082
2025-02-26,1003.6445272299744
2025-02-27,918.5549383414248
2025-02-28,955.021813336084
2025-03-03,871.9964080962161
2025-03-04,886.751377627466
2025-03-05,896.7664368704775
2025-03-06,845.3151543417912
2025-03-07,861.5227061942081
2025-03-10,817.8693405913335
2025-03-11,831.4775868018131
2025-03-12,884.9215322592715
2025-03-13,883.6982129309635
2025-03-14,930.2609434142092
2025-03-17,913.8989744772891
2025-03-18,882.5513146002751
2025-03-19,898.5309452025394
2025-03-20,906.2531995070439
2025-03-21,899.9072231993656
2025-03-24,928.2730640898684
2025-03-25,922.7681271124819
2025-03-26,869.7829409872988
2025-03-27,851.968273055933
2025-03-28,838.5117021079044
2025-03-31,828.6486681471806
2025-04-01,842.1816600928288
2025-04-02,844.2460187514287
2025-04-03,778.3395003447516
2025-04-04,721.0726965704903
2025-04-07,746.5330811354621
2025-04-08,736.2878255133613
2025-04-09,874.140979633997
2025-04-10,822.4555921713811
2025-04-11,848.1453564024907
2025-04-14,846.4632777419073
2025-04-15,857.8554900313361
2025-04-16,798.9066075964912
2025-04-17,775.9692826857552
2025-04-21,740.9517231604561
2025-04-22,756.0903144324287
2025-04-23,785.2971363165839
2025-04-24,813.7393982047064
2025-04-25,848.7570744032842
2025-04-28,831.3246864699346
2025-04-29,833.5419454604131
2025-04-30,832.7773854643804
2025-05-01,853.3444927161198
2025-05-02,875.4407782965642
2025-05-05,870.2416419829351
2025-05-06,868.1008623267156
2025-05-07,895.0139458861332
2025-05-08,897.3841635451298
2025-05-09,891.8791682311039
2025-05-12,940.4298363753298
2025-05-13,993.4149641638735
2025-05-14,1034.77855833349
2025-05-15,1030.879220682428
2025-05-16,1035.2373176657654
2025-05-19,1036.5371746649719
2025-05-20,1027.4386423636413
2025-05-21,1007.7125744421935
2025-05-22,1015.5877874152159
2025-05-23,1003.8132367911314
2025-05-27,1036.0018776617978
2025-05-28,1030.7263786871886
2025-05-29,1064.2148765570616
2025-05-30,1033.1730173438048
2025-06-02,1050.3760256110165
2025-06-03,1079.735689490411
2025-06-04,1085.087726135919
2025-06-05,1070.331473198602
2025-06-06,1083.5586061438535
2025-06-09,1090.5163004523251
2025-06-10,1100.6851934134456
2025-06-11,1092.1212580756162
2025-06-12,1108.7137150748229
2025-06-13,1085.5454354086853
2025-06-16,1106.3433807425477
2025-06-17,1101.9849337393737
2025-06-18,1112.3839064063047
2025-06-20,1099.9205167441344
2025-06-23,1102.3672720740294
2025-06-24,1130.8879384055115
2025-06-25,1179.9007494070981
2025-06-26,1185.329673743341
2025-06-27,1206.2040400748228
2025-06-30,1208.039194077203
2025-07-01,1172.1780284094787
2025-07-02,1202.380890074823
2025-07-03,1218.361629073236
2025-07-07,1209.9507690772032
2025-07-08,1223.4082150748227
2025-07-09,1245.4295964102719
2025-07-10,1254.758091744134
2025-07-11,1261.027997074029
2025-07-14,1254.5287120779963
2025-07-15,1305.2236017401667
2025-07-16,1310.346608739373
2025-07-17,1322.810115074822
2025-07-18,1318.298826076409
2025-07-21,1310.423146410271
2025-07-22,1277.1616947409598
2025-07-23,1305.8353197409597
2025-07-24,1328.4684190772023
2025-07-25,1326.633265074822
2025-07-28,1351.4837400748222
2025-07-29,1342.0022860724418
2025-07-30,1370.7524487433402
2025-07-31,1360.047558739373
2025-08-01,1328.3154604086847
2025-08-04,1376.3342150748224
2025-08-05,1363.029611072442
2025-08-06,1371.899347074029
